location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
10837,"Beograd Stari grad","co",802.36,"µg/m³","2020-11-08T17:00:00Z","2020-11-08T18:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",793.1,"µg/m³","2020-11-08T18:00:00Z","2020-11-08T19:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",662.48,"µg/m³","2020-11-08T19:00:00Z","2020-11-08T20:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",672.13,"µg/m³","2020-11-08T20:00:00Z","2020-11-08T21:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",687.7,"µg/m³","2020-11-08T21:00:00Z","2020-11-08T22:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",685.31,"µg/m³","2020-11-08T22:00:00Z","2020-11-08T23:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",658.96,"µg/m³","2020-11-08T23:00:00Z","2020-11-09T00:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",550.45,"µg/m³","2020-11-09T00:00:00Z","2020-11-09T01:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",519.56,"µg/m³","2020-11-09T01:00:00Z","2020-11-09T02:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",510.01,"µg/m³","2020-11-09T02:00:00Z","2020-11-09T03:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",464.7,"µg/m³","2020-11-09T10:00:00Z","2020-11-09T11:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",460.72,"µg/m³","2020-11-09T11:00:00Z","2020-11-09T12:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",495.22,"µg/m³","2020-11-09T12:00:00Z","2020-11-09T13:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",529.06,"µg/m³","2020-11-09T13:00:00Z","2020-11-09T14:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",549.17,"µg/m³","2020-11-09T14:00:00Z","2020-11-09T15:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",552.9,"µg/m³","2020-11-09T15:00:00Z","2020-11-09T16:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",527.12,"µg/m³","2020-11-09T16:00:00Z","2020-11-09T17:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",597.34,"µg/m³","2020-11-09T17:00:00Z","2020-11-09T18:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",577.64,"µg/m³","2020-11-09T18:00:00Z","2020-11-09T19:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",525.43,"µg/m³","2020-11-09T19:00:00Z","2020-11-09T20:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",518.81,"µg/m³","2020-11-09T20:00:00Z","2020-11-09T21:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",571.17,"µg/m³","2020-11-09T21:00:00Z","2020-11-09T22:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",587.61,"µg/m³","2020-11-09T22:00:00Z","2020-11-09T23:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",587.81,"µg/m³","2020-11-09T23:00:00Z","2020-11-10T00:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",551.79,"µg/m³","2020-11-10T00:00:00Z","2020-11-10T01:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
10837,"Beograd Stari grad","co",545.48,"µg/m³","2020-11-10T01:00:00Z","2020-11-10T02:00:00+01:00","Europe/Belgrade",44.82112,20.459113,,,,"Unknown Governmental Organization","Serbian National Network of Automatic Stations for Air Quality Monitoring"
